"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"30.05.2014","1.432,03","1.447,76","1.450,76","1.432,03","","-1,06%"
"29.05.2014","1.447,39","1.426,69","1.449,59","1.426,69","","1,50%"
"28.05.2014","1.425,95","1.417,38","1.429,80","1.408,87","","0,61%"
"27.05.2014","1.417,32","1.449,38","1.449,57","1.410,09","","-2,21%"
"26.05.2014","1.449,36","1.439,15","1.456,66","1.438,34","","0,72%"
"23.05.2014","1.438,98","1.430,54","1.440,80","1.422,08","","0,59%"
"22.05.2014","1.430,54","1.440,79","1.446,30","1.420,49","","-0,65%"
"21.05.2014","1.439,90","1.425,57","1.441,87","1.415,50","","1,00%"
"20.05.2014","1.425,58","1.413,86","1.425,99","1.406,87","","0,83%"
"19.05.2014","1.413,85","1.392,51","1.418,87","1.392,51","","1,55%"
"16.05.2014","1.392,30","1.381,44","1.392,30","1.374,29","","0,75%"
"15.05.2014","1.381,99","1.388,68","1.399,49","1.381,20","","-0,51%"
"14.05.2014","1.389,11","1.385,27","1.389,11","1.378,39","","0,28%"
"13.05.2014","1.385,29","1.375,56","1.395,19","1.375,56","","0,73%"
"12.05.2014","1.375,31","1.372,09","1.383,87","1.363,04","","0,28%"
"08.05.2014","1.371,42","1.364,29","1.383,76","1.355,34","","0,58%"
"07.05.2014","1.363,48","1.316,74","1.379,42","1.312,72","","3,41%"
"06.05.2014","1.318,57","1.299,07","1.321,42","1.299,07","","1,56%"
"05.05.2014","1.298,29","1.302,99","1.306,35","1.289,80","","-0,50%"
"02.05.2014","1.304,84","1.304,93","1.306,44","1.292,12","","-0,09%"
"30.04.2014","1.306,01","1.304,76","1.309,49","1.296,24","","0,09%"
"29.04.2014","1.304,78","1.300,83","1.318,33","1.298,72","","0,43%"
"28.04.2014","1.299,13","1.278,12","1.302,08","1.260,43","","1,49%"
"25.04.2014","1.280,12","1.300,53","1.300,53","1.277,94","","-1,57%"
"24.04.2014","1.300,54","1.329,10","1.334,09","1.289,88","","-2,15%"
"23.04.2014","1.329,11","1.335,65","1.335,65","1.324,22","","-0,49%"
"22.04.2014","1.335,62","1.345,00","1.345,02","1.327,07","","-0,70%"
"21.04.2014","1.345,04","1.356,48","1.359,15","1.342,48","","-0,85%"
"18.04.2014","1.356,54","1.330,57","1.362,46","1.330,57","","2,02%"
"17.04.2014","1.329,67","1.322,67","1.336,22","1.311,01","","0,53%"
"16.04.2014","1.322,60","1.310,98","1.326,20","1.300,76","","0,88%"
"15.04.2014","1.311,01","1.344,18","1.347,83","1.308,93","","-2,52%"
"14.04.2014","1.344,86","1.362,04","1.362,04","1.337,00","","-1,29%"
"11.04.2014","1.362,40","1.367,65","1.371,07","1.346,18","","-0,39%"
"10.04.2014","1.367,71","1.348,77","1.367,71","1.348,30","","1,40%"
"09.04.2014","1.348,85","1.353,18","1.355,77","1.337,98","","-0,26%"
"08.04.2014","1.352,33","1.349,85","1.352,33","1.334,67","","0,19%"
"07.04.2014","1.349,79","1.380,15","1.380,15","1.334,93","","-2,36%"
"04.04.2014","1.382,41","1.366,43","1.388,00","1.361,63","","1,20%"
"03.04.2014","1.366,04","1.373,57","1.382,05","1.360,49","","-0,53%"
"02.04.2014","1.373,33","1.375,97","1.379,88","1.358,46","","-0,17%"
"01.04.2014","1.375,73","1.369,32","1.378,53","1.359,62","","0,47%"
"31.03.2014","1.369,29","1.344,15","1.369,29","1.343,44","","1,87%"
"28.03.2014","1.344,12","1.333,01","1.353,83","1.330,54","","0,92%"
"27.03.2014","1.331,93","1.347,83","1.351,71","1.321,23","","-1,29%"
"26.03.2014","1.349,39","1.324,51","1.359,86","1.324,51","","1,88%"
"25.03.2014","1.324,44","1.297,90","1.332,76","1.289,26","","2,04%"
"24.03.2014","1.297,91","1.307,34","1.332,93","1.297,88","","-0,72%"
"21.03.2014","1.307,34","1.320,12","1.320,12","1.270,63","","-1,00%"
"20.03.2014","1.320,50","1.316,67","1.325,45","1.302,73","","0,11%"
"19.03.2014","1.319,02","1.335,84","1.352,40","1.312,51","","-1,26%"
"18.03.2014","1.335,86","1.285,53","1.340,15","1.278,82","","4,06%"
"17.03.2014","1.283,70","1.237,52","1.288,30","1.237,52","","3,74%"
"14.03.2014","1.237,43","1.248,29","1.248,29","1.182,89","","-0,89%"
"13.03.2014","1.248,56","1.274,24","1.285,89","1.247,79","","-2,01%"
"12.03.2014","1.274,21","1.307,08","1.307,08","1.271,76","","-2,64%"
"11.03.2014","1.308,70","1.338,50","1.338,50","1.304,36","","-2,29%"
"07.03.2014","1.339,36","1.337,50","1.359,18","1.322,10","","0,10%"
"06.03.2014","1.337,98","1.351,50","1.370,36","1.301,96","","-0,97%"
"05.03.2014","1.351,11","1.356,27","1.364,03","1.330,67","","-0,40%"
"04.03.2014","1.356,54","1.288,78","1.365,21","1.288,78","","5,26%"
"03.03.2014","1.288,81","1.438,02","1.438,02","1.261,84","","-10,79%"
"28.02.2014","1.444,71","1.448,78","1.456,43","1.429,28","","-0,28%"
"27.02.2014","1.448,70","1.469,93","1.476,26","1.431,62","","-1,42%"
"26.02.2014","1.469,51","1.478,90","1.486,11","1.465,22","","-0,62%"
"25.02.2014","1.478,64","1.489,59","1.495,13","1.472,44","","-0,70%"
"24.02.2014","1.489,01","1.487,51","1.491,77","1.480,03","","0,09%"
"21.02.2014","1.487,64","1.481,85","1.492,34","1.481,85","","0,45%"
"20.02.2014","1.480,99","1.485,48","1.485,48","1.467,54","","-0,31%"
"19.02.2014","1.485,60","1.504,02","1.507,92","1.482,03","","-1,24%"
"18.02.2014","1.504,24","1.507,81","1.518,12","1.500,42","","-0,22%"
"17.02.2014","1.507,49","1.494,38","1.515,28","1.494,32","","0,76%"
"14.02.2014","1.496,18","1.478,77","1.497,93","1.478,77","","1,19%"
"13.02.2014","1.478,62","1.496,07","1.498,08","1.475,41","","-1,16%"
"12.02.2014","1.496,03","1.484,42","1.498,62","1.484,42","","0,84%"
"11.02.2014","1.483,57","1.475,83","1.488,94","1.473,30","","0,49%"
"10.02.2014","1.476,28","1.478,22","1.485,32","1.475,66","","-0,15%"
"07.02.2014","1.478,48","1.465,18","1.480,60","1.463,96","","0,80%"
"06.02.2014","1.466,70","1.456,00","1.469,07","1.454,44","","0,73%"
"05.02.2014","1.456,00","1.442,02","1.460,73","1.437,63","","1,03%"
"04.02.2014","1.441,16","1.442,52","1.442,62","1.426,29","","-0,12%"
"03.02.2014","1.442,84","1.453,55","1.463,54","1.442,06","","-0,80%"
"31.01.2014","1.454,45","1.463,60","1.470,56","1.448,38","","-0,60%"
"30.01.2014","1.463,20","1.463,05","1.473,42","1.444,45","","0,01%"
"29.01.2014","1.462,99","1.468,35","1.494,40","1.459,97","","-0,45%"
"28.01.2014","1.469,57","1.477,91","1.486,03","1.467,98","","-0,59%"
"27.01.2014","1.478,23","1.494,18","1.495,27","1.476,27","","-1,09%"
"24.01.2014","1.494,58","1.496,90","1.497,67","1.483,82","","-0,15%"
"23.01.2014","1.496,90","1.498,73","1.511,69","1.496,22","","-0,12%"
"22.01.2014","1.498,73","1.503,60","1.505,09","1.490,99","","-0,40%"
"21.01.2014","1.504,68","1.495,92","1.507,08","1.495,92","","0,62%"
"20.01.2014","1.495,36","1.485,75","1.498,37","1.483,25","","0,57%"
"17.01.2014","1.486,88","1.480,63","1.495,05","1.475,29","","0,42%"
"16.01.2014","1.480,73","1.486,37","1.492,55","1.478,49","","-0,39%"
"15.01.2014","1.486,51","1.469,76","1.487,82","1.469,76","","1,15%"
"14.01.2014","1.469,64","1.477,59","1.477,59","1.453,90","","-0,54%"
"13.01.2014","1.477,56","1.469,19","1.482,44","1.466,51","","0,57%"
"10.01.2014","1.469,19","1.465,74","1.470,43","1.454,75","","0,28%"
"09.01.2014","1.465,14","1.462,67","1.470,64","1.460,99","","0,17%"
"08.01.2014","1.462,67","1.465,99","1.470,19","1.460,41","","-0,24%"
"06.01.2014","1.466,15","1.504,14","1.504,33","1.465,01","","-2,52%"
"30.12.2013","1.504,08","1.496,27","1.504,76","1.492,15","","0,62%"
"27.12.2013","1.494,83","1.501,83","1.504,99","1.494,37","","-0,44%"
"26.12.2013","1.501,47","1.501,10","1.506,74","1.499,19","","0,02%"
"25.12.2013","1.501,12","1.506,41","1.510,28","1.500,49","","-0,35%"
"24.12.2013","1.506,41","1.506,89","1.510,82","1.500,68","","-0,07%"
"23.12.2013","1.507,49","1.497,31","1.510,02","1.495,22","","0,69%"
"20.12.2013","1.497,23","1.499,17","1.502,86","1.491,00","","-0,05%"
"19.12.2013","1.497,99","1.488,21","1.509,15","1.485,48","","0,75%"
"18.12.2013","1.486,91","1.480,09","1.488,23","1.478,45","","0,51%"
"17.12.2013","1.479,39","1.469,57","1.483,00","1.468,22","","0,62%"
"16.12.2013","1.470,22","1.452,63","1.470,62","1.445,00","","1,20%"
"13.12.2013","1.452,76","1.449,74","1.457,85","1.449,23","","0,21%"
"12.12.2013","1.449,74","1.465,25","1.465,25","1.444,66","","-1,02%"
"11.12.2013","1.464,67","1.464,14","1.469,93","1.451,11","","0,04%"
"10.12.2013","1.464,14","1.465,70","1.471,14","1.459,06","","-0,11%"
"09.12.2013","1.465,70","1.448,67","1.467,09","1.445,00","","1,18%"
"06.12.2013","1.448,67","1.429,25","1.451,00","1.425,32","","1,36%"
"05.12.2013","1.429,25","1.437,77","1.447,44","1.427,93","","-0,70%"
"04.12.2013","1.439,26","1.450,22","1.455,81","1.436,49","","-0,66%"
"03.12.2013","1.448,84","1.473,56","1.473,56","1.441,53","","-1,66%"
"02.12.2013","1.473,26","1.479,32","1.488,94","1.472,73","","-0,41%"
"29.11.2013","1.479,35","1.480,08","1.484,02","1.467,32","","-0,01%"
"28.11.2013","1.479,46","1.475,16","1.487,46","1.475,16","","0,27%"
"27.11.2013","1.475,42","1.484,60","1.489,40","1.473,23","","-0,60%"
"26.11.2013","1.484,37","1.502,89","1.503,11","1.480,41","","-1,20%"
"25.11.2013","1.502,41","1.504,21","1.513,29","1.501,63","","-0,11%"
"22.11.2013","1.504,10","1.494,10","1.506,10","1.492,23","","0,67%"
"21.11.2013","1.494,07","1.506,62","1.506,62","1.489,98","","-0,96%"
"20.11.2013","1.508,52","1.511,16","1.511,16","1.495,03","","-0,18%"
"19.11.2013","1.511,19","1.510,72","1.517,62","1.505,52","","0,04%"
"18.11.2013","1.510,61","1.494,53","1.511,13","1.494,53","","1,13%"
"15.11.2013","1.493,79","1.489,40","1.503,43","1.488,57","","0,19%"
"14.11.2013","1.490,89","1.466,82","1.494,74","1.466,82","","1,64%"
"13.11.2013","1.466,82","1.499,00","1.499,00","1.464,61","","-2,24%"
"12.11.2013","1.500,41","1.485,45","1.500,41","1.481,29","","1,14%"
"11.11.2013","1.483,46","1.488,89","1.496,36","1.482,88","","-0,41%"
"08.11.2013","1.489,55","1.508,61","1.508,61","1.486,51","","-1,31%"
"07.11.2013","1.509,25","1.499,95","1.515,75","1.495,98","","0,62%"
"06.11.2013","1.499,95","1.507,07","1.509,86","1.498,12","","-0,40%"
"05.11.2013","1.505,94","1.515,15","1.521,02","1.505,23","","-0,61%"
"01.11.2013","1.515,15","1.509,58","1.517,24","1.507,58","","0,33%"
"31.10.2013","1.510,21","1.516,00","1.516,00","1.498,39","","-0,38%"
"30.10.2013","1.516,00","1.516,30","1.527,37","1.510,72","","-0,01%"
"29.10.2013","1.516,17","1.511,51","1.521,12","1.506,65","","0,31%"
"28.10.2013","1.511,51","1.504,70","1.520,53","1.503,45","","0,47%"
"25.10.2013","1.504,48","1.501,94","1.507,18","1.493,23","","0,13%"
"24.10.2013","1.502,46","1.506,87","1.510,35","1.497,35","","-0,32%"
"23.10.2013","1.507,26","1.526,40","1.526,40","1.503,90","","-1,41%"
"22.10.2013","1.528,76","1.535,27","1.535,98","1.523,45","","-0,32%"
"21.10.2013","1.533,61","1.535,22","1.538,74","1.526,65","","0,02%"
"18.10.2013","1.533,35","1.512,32","1.537,26","1.512,32","","1,39%"
"17.10.2013","1.512,32","1.531,57","1.535,92","1.505,94","","-1,26%"
"16.10.2013","1.531,57","1.530,17","1.537,08","1.522,78","","-0,01%"
"15.10.2013","1.531,67","1.510,20","1.532,24","1.510,01","","1,42%"
"14.10.2013","1.510,20","1.511,81","1.511,81","1.501,48","","-0,19%"
"11.10.2013","1.513,03","1.516,80","1.524,31","1.507,07","","-0,24%"
"10.10.2013","1.516,73","1.499,22","1.523,13","1.499,22","","1,05%"
"09.10.2013","1.501,01","1.503,44","1.511,79","1.495,13","","-0,27%"
"08.10.2013","1.505,14","1.480,20","1.505,73","1.479,34","","1,68%"
"07.10.2013","1.480,20","1.474,45","1.481,55","1.462,86","","0,41%"
"04.10.2013","1.474,21","1.456,51","1.474,21","1.449,77","","1,22%"
"03.10.2013","1.456,49","1.454,53","1.466,20","1.452,26","","0,15%"
"02.10.2013","1.454,29","1.472,45","1.474,86","1.450,52","","-1,18%"
"01.10.2013","1.471,73","1.462,82","1.472,96","1.460,09","","0,61%"
"30.09.2013","1.462,82","1.472,23","1.474,57","1.453,77","","-0,62%"
"27.09.2013","1.471,89","1.483,99","1.486,59","1.468,41","","-0,89%"
"26.09.2013","1.485,14","1.479,59","1.490,02","1.475,37","","0,38%"
"25.09.2013","1.479,59","1.464,72","1.479,70","1.459,13","","1,02%"
"24.09.2013","1.464,72","1.466,41","1.472,04","1.459,33","","-0,20%"
"23.09.2013","1.467,62","1.476,69","1.478,59","1.463,65","","-0,62%"
"20.09.2013","1.476,73","1.486,49","1.488,47","1.476,08","","-0,70%"
"19.09.2013","1.487,19","1.464,35","1.501,32","1.463,80","","1,52%"
"18.09.2013","1.464,95","1.472,17","1.482,57","1.462,20","","-0,55%"
"17.09.2013","1.473,03","1.470,71","1.474,02","1.461,86","","0,17%"
"16.09.2013","1.470,48","1.441,06","1.470,48","1.438,79","","2,06%"
"13.09.2013","1.440,74","1.450,66","1.451,89","1.434,74","","-0,65%"
"12.09.2013","1.450,23","1.454,21","1.461,17","1.441,59","","-0,27%"
"11.09.2013","1.454,12","1.452,52","1.459,67","1.449,69","","0,04%"
"10.09.2013","1.453,57","1.451,54","1.464,19","1.447,01","","0,14%"
"09.09.2013","1.451,54","1.423,40","1.455,28","1.421,45","","1,98%"
"06.09.2013","1.423,40","1.421,86","1.448,68","1.418,83","","0,07%"
"05.09.2013","1.422,40","1.375,66","1.422,40","1.373,29","","3,40%"
"04.09.2013","1.375,66","1.372,98","1.375,91","1.365,23","","0,13%"
"03.09.2013","1.373,82","1.366,99","1.384,13","1.366,99","","0,46%"
"02.09.2013","1.367,53","1.364,75","1.373,69","1.364,27","","0,21%"
"30.08.2013","1.364,65","1.372,02","1.372,83","1.357,98","","-0,53%"
"29.08.2013","1.371,89","1.369,64","1.380,61","1.366,80","","0,16%"
"28.08.2013","1.369,64","1.374,27","1.375,20","1.355,72","","-0,33%"
"27.08.2013","1.374,21","1.387,21","1.387,21","1.368,04","","-0,93%"
"26.08.2013","1.387,06","1.392,42","1.403,83","1.382,64","","-0,44%"
"23.08.2013","1.393,21","1.397,54","1.401,64","1.392,60","","-0,25%"
"22.08.2013","1.396,65","1.375,49","1.398,44","1.368,15","","1,46%"
"21.08.2013","1.376,60","1.376,82","1.390,27","1.368,10","","-0,05%"
"20.08.2013","1.377,28","1.381,98","1.383,01","1.365,28","","-0,36%"
"19.08.2013","1.382,32","1.380,56","1.384,27","1.369,01","","0,15%"
"16.08.2013","1.380,31","1.392,98","1.396,44","1.372,03","","-0,79%"
"15.08.2013","1.391,37","1.424,17","1.424,17","1.388,81","","-2,28%"
"14.08.2013","1.423,87","1.408,73","1.425,03","1.407,00","","1,14%"
"13.08.2013","1.407,86","1.387,90","1.409,86","1.387,43","","1,40%"
"12.08.2013","1.388,36","1.382,74","1.390,14","1.378,93","","0,41%"
"09.08.2013","1.382,72","1.360,82","1.384,92","1.359,98","","1,49%"
"08.08.2013","1.362,38","1.364,40","1.370,77","1.353,73","","-0,04%"
"07.08.2013","1.362,91","1.364,31","1.375,03","1.356,26","","-0,13%"
"06.08.2013","1.364,65","1.391,54","1.391,54","1.363,59","","-1,95%"
"05.08.2013","1.391,75","1.391,79","1.400,23","1.388,28","","-0,03%"
"02.08.2013","1.392,15","1.398,75","1.409,37","1.383,35","","-0,45%"
"01.08.2013","1.398,46","1.376,31","1.400,15","1.375,93","","1,65%"
"31.07.2013","1.375,79","1.387,31","1.392,36","1.375,40","","-0,83%"
"30.07.2013","1.387,31","1.398,24","1.409,21","1.386,22","","-0,79%"
"29.07.2013","1.398,30","1.403,31","1.410,73","1.397,93","","-0,34%"
"26.07.2013","1.403,14","1.401,94","1.410,42","1.400,70","","0,09%"
"25.07.2013","1.401,88","1.408,42","1.409,30","1.396,13","","-0,39%"
"24.07.2013","1.407,41","1.418,33","1.419,26","1.402,78","","-0,70%"
"23.07.2013","1.417,34","1.415,48","1.432,30","1.415,48","","0,13%"
"22.07.2013","1.415,52","1.421,67","1.429,33","1.408,83","","-0,43%"
"19.07.2013","1.421,67","1.417,47","1.436,13","1.408,92","","0,36%"
"18.07.2013","1.416,63","1.431,30","1.439,60","1.408,73","","-1,06%"
"17.07.2013","1.431,80","1.409,21","1.431,89","1.407,15","","1,54%"
"16.07.2013","1.410,10","1.403,43","1.416,89","1.399,84","","0,47%"
"15.07.2013","1.403,56","1.396,38","1.409,11","1.393,98","","0,38%"
"12.07.2013","1.398,22","1.368,11","1.398,22","1.367,07","","2,20%"
"11.07.2013","1.368,11","1.333,12","1.370,06","1.332,26","","2,58%"
"10.07.2013","1.333,71","1.345,48","1.349,62","1.331,00","","-0,89%"
"09.07.2013","1.345,73","1.349,80","1.355,14","1.342,54","","-0,23%"
"08.07.2013","1.348,88","1.343,25","1.351,71","1.338,62","","0,46%"
"05.07.2013","1.342,72","1.348,94","1.360,76","1.340,23","","-0,48%"
"04.07.2013","1.349,21","1.333,40","1.349,85","1.331,75","","1,19%"
"03.07.2013","1.333,35","1.338,28","1.338,98","1.324,34","","-0,34%"
"02.07.2013","1.337,92","1.334,44","1.339,92","1.328,85","","0,13%"
"01.07.2013","1.336,17","1.330,46","1.337,04","1.319,97","","0,43%"
"28.06.2013","1.330,46","1.314,68","1.330,46","1.311,13","","1,31%"
"27.06.2013","1.313,23","1.320,39","1.325,69","1.305,05","","-0,54%"
"26.06.2013","1.320,39","1.297,59","1.325,61","1.297,49","","1,76%"
"25.06.2013","1.297,59","1.289,76","1.309,48","1.287,93","","0,57%"
"24.06.2013","1.290,26","1.298,41","1.304,66","1.284,96","","-0,66%"
"21.06.2013","1.298,89","1.297,01","1.315,97","1.290,62","","0,14%"
"20.06.2013","1.297,01","1.323,55","1.325,64","1.293,21","","-2,01%"
"19.06.2013","1.323,57","1.334,66","1.340,24","1.316,91","","-0,87%"
"18.06.2013","1.335,14","1.325,09","1.342,22","1.319,81","","0,74%"
"17.06.2013","1.325,27","1.300,02","1.328,64","1.298,56","","1,97%"
"14.06.2013","1.299,61","1.282,46","1.306,60","1.279,55","","1,38%"
"13.06.2013","1.281,89","1.302,52","1.302,94","1.271,48","","-1,49%"
"11.06.2013","1.301,31","1.335,25","1.340,78","1.298,25","","-2,54%"
"10.06.2013","1.335,25","1.343,90","1.357,17","1.328,40","","-0,64%"
"07.06.2013","1.343,90","1.316,32","1.347,79","1.315,42","","2,05%"
"06.06.2013","1.316,92","1.326,73","1.328,81","1.314,40","","-0,74%"
"05.06.2013","1.326,78","1.341,33","1.343,45","1.321,14","","-1,11%"
"04.06.2013","1.341,62","1.337,52","1.358,03","1.337,44","","0,32%"
