date,price,unit
2021-07-08,68900,Yuan/MT
2021-07-07,68540,Yuan/MT
2021-07-06,69700,Yuan/MT
2021-07-02,68050,Yuan/MT
2021-07-01,68490,Yuan/MT
2021-06-30,68380,Yuan/MT
2021-06-29,68050,Yuan/MT
2021-06-25,68825,Yuan/MT
2021-06-24,68600,Yuan/MT
2021-06-23,68270,Yuan/MT
2021-06-22,67400,Yuan/MT
2021-06-18,67730,Yuan/MT
2021-06-17,69170,Yuan/MT
2021-06-16,69260,Yuan/MT
2021-06-11,70800,Yuan/MT
2021-06-10,71210,Yuan/MT
2021-06-09,71710,Yuan/MT
2021-06-08,71310,Yuan/MT
2021-06-04,71090,Yuan/MT
2021-06-03,72950,Yuan/MT
2021-06-02,73580,Yuan/MT
2021-06-01,73790,Yuan/MT
2021-05-28,73380,Yuan/MT
2021-05-27,71350,Yuan/MT
2021-05-26,71720,Yuan/MT
2021-05-25,72360,Yuan/MT
2021-05-21,71950,Yuan/MT
2021-05-20,72525,Yuan/MT
2021-05-19,74840,Yuan/MT
2021-05-18,75720,Yuan/MT
2021-05-14,74760,Yuan/MT
2021-05-13,75910,Yuan/MT
2021-05-12,76150,Yuan/MT
2021-05-07,74200,Yuan/MT
2021-05-06,72690,Yuan/MT
2021-04-30,71680,Yuan/MT
2021-04-29,72335,Yuan/MT
2021-04-28,70920,Yuan/MT
2021-04-27,71940,Yuan/MT
2021-04-23,69120,Yuan/MT
2021-04-22,68840,Yuan/MT
2021-04-21,68550,Yuan/MT
2021-04-20,68990,Yuan/MT
2021-04-16,68550,Yuan/MT
2021-04-15,67260,Yuan/MT
2021-04-14,66125,Yuan/MT
2021-04-13,65720,Yuan/MT
2021-04-09,66750,Yuan/MT
2021-04-08,66500,Yuan/MT
2021-04-07,66890,Yuan/MT
2021-04-06,67140,Yuan/MT
2021-04-02,66040,Yuan/MT
2021-04-01,65490,Yuan/MT
2021-03-31,65175,Yuan/MT
2021-03-30,66190,Yuan/MT
2021-03-26,65680,Yuan/MT
2021-03-25,65770,Yuan/MT
2021-03-24,66075,Yuan/MT
2021-03-23,66740,Yuan/MT
2021-03-19,66550,Yuan/MT
2021-03-18,67050,Yuan/MT
2021-03-17,66200,Yuan/MT
2021-03-16,67150,Yuan/MT
2021-03-12,66660,Yuan/MT
2021-03-11,65580,Yuan/MT
2021-03-10,65530,Yuan/MT
2021-03-05,64810,Yuan/MT
2021-03-04,67020,Yuan/MT
2021-03-03,67790,Yuan/MT
2021-03-02,66140,Yuan/MT
2021-02-26,68410,Yuan/MT
2021-02-25,69900,Yuan/MT
2021-02-19,63240,Yuan/MT
2021-02-18,62690,Yuan/MT
2021-02-10,60230,Yuan/MT
2021-02-09,59410,Yuan/MT
2021-02-05,58040,Yuan/MT
2021-02-04,57825,Yuan/MT
2021-02-03,57170,Yuan/MT
2021-02-02,57700,Yuan/MT
2021-01-29,58180,Yuan/MT
2021-01-28,57950,Yuan/MT
2021-01-27,58745,Yuan/MT
2021-01-26,58820,Yuan/MT
2021-01-22,58920,Yuan/MT
2021-01-21,59280,Yuan/MT
2021-01-20,59025,Yuan/MT
2021-01-19,59030,Yuan/MT
2021-01-15,59560,Yuan/MT
2021-01-14,58675,Yuan/MT
2021-01-13,58840,Yuan/MT
2021-01-12,58225,Yuan/MT
2020-12-31,57810,Yuan/MT
2020-12-30,58150,Yuan/MT
2020-12-29,58450,Yuan/MT
2020-12-25,58180,Yuan/MT
2020-12-24,58110,Yuan/MT
2020-12-23,57610,Yuan/MT
2020-12-22,58550,Yuan/MT
2020-12-18,59090,Yuan/MT
2020-12-17,58120,Yuan/MT
2020-12-16,57850,Yuan/MT
2020-12-15,57420,Yuan/MT
2020-12-11,58285,Yuan/MT
2020-12-10,57010,Yuan/MT
2020-12-09,57270,Yuan/MT
2020-12-08,57000,Yuan/MT
2020-12-04,57290,Yuan/MT
2020-12-03,57300,Yuan/MT
2020-12-02,57280,Yuan/MT
2020-12-01,57375,Yuan/MT
2020-11-27,55685,Yuan/MT
2020-11-26,55120,Yuan/MT
2020-11-25,54890,Yuan/MT
2020-11-24,54110,Yuan/MT
2020-11-20,53220,Yuan/MT
2020-11-19,52820,Yuan/MT
2020-11-18,52740,Yuan/MT
2020-11-17,53220,Yuan/MT
2020-11-13,52025,Yuan/MT
2020-11-12,51880,Yuan/MT
2020-11-11,51990,Yuan/MT
2020-11-10,52120,Yuan/MT
2020-11-06,51640,Yuan/MT
2020-11-04,51680,Yuan/MT
2020-11-03,51750,Yuan/MT
2020-10-30,51530,Yuan/MT
2020-10-29,51585,Yuan/MT
2020-10-28,51730,Yuan/MT
2020-10-27,51540,Yuan/MT
2020-10-23,52210,Yuan/MT
2020-10-22,52370,Yuan/MT
2020-10-21,52250,Yuan/MT
2020-10-20,51450,Yuan/MT
2020-10-16,51800,Yuan/MT
2020-10-15,51370,Yuan/MT
2020-10-14,51470,Yuan/MT
2020-10-13,51540,Yuan/MT
2020-10-09,51565,Yuan/MT
2020-09-30,51185,Yuan/MT
2020-09-29,51110,Yuan/MT
2020-09-25,50890,Yuan/MT
2020-09-24,50745,Yuan/MT
2020-09-23,51620,Yuan/MT
2020-09-22,51920,Yuan/MT
2020-09-18,52210,Yuan/MT
2020-09-17,51455,Yuan/MT
2020-09-16,51900,Yuan/MT
2020-09-15,52150,Yuan/MT
2020-09-11,51535,Yuan/MT
2020-09-10,52130,Yuan/MT
2020-09-09,52065,Yuan/MT
2020-09-08,52520,Yuan/MT
2020-09-04,51495,Yuan/MT
2020-09-03,52140,Yuan/MT
2020-09-02,51935,Yuan/MT
2020-09-01,52390,Yuan/MT
2020-08-28,51800,Yuan/MT
2020-08-27,51420,Yuan/MT
2020-08-26,51380,Yuan/MT
2020-08-25,51370,Yuan/MT
2020-08-21,52065,Yuan/MT
2020-08-20,52200,Yuan/MT
2020-08-19,52300,Yuan/MT
2020-08-18,51135,Yuan/MT
2020-08-14,50040,Yuan/MT
2020-08-13,50530,Yuan/MT
2020-08-12,49980,Yuan/MT
2020-08-11,50790,Yuan/MT
2020-08-07,51440,Yuan/MT
2020-08-06,51385,Yuan/MT
2020-08-05,51370,Yuan/MT
2020-08-04,51675,Yuan/MT
2020-07-31,51850,Yuan/MT
2020-07-30,51890,Yuan/MT
2020-07-29,51830,Yuan/MT
2020-07-28,51850,Yuan/MT
2020-07-24,51930,Yuan/MT
2020-07-23,51875,Yuan/MT
2020-07-22,52600,Yuan/MT
2020-07-21,51935,Yuan/MT
2020-07-17,51685,Yuan/MT
2020-07-16,51240,Yuan/MT
2020-07-15,52435,Yuan/MT
2020-07-14,52150,Yuan/MT
2020-07-10,50600,Yuan/MT
2020-07-09,50575,Yuan/MT
2020-07-08,49845,Yuan/MT
2020-07-07,49610,Yuan/MT
2020-07-03,49260,Yuan/MT
2020-07-02,49460,Yuan/MT
2020-07-01,49450,Yuan/MT
2020-06-30,48930,Yuan/MT
2020-06-24,48160,Yuan/MT
2020-06-23,47880,Yuan/MT
2020-06-19,47475,Yuan/MT
2020-06-18,47110,Yuan/MT
2020-06-17,46910,Yuan/MT
2020-06-16,47080,Yuan/MT
2020-06-12,46760,Yuan/MT
2020-06-11,47425,Yuan/MT
2020-06-10,46855,Yuan/MT
2020-06-09,46355,Yuan/MT
2020-06-05,44990,Yuan/MT
2020-06-04,44850,Yuan/MT
2020-06-03,45110,Yuan/MT
2020-06-02,44895,Yuan/MT
2020-05-29,44135,Yuan/MT
2020-05-28,44030,Yuan/MT
2020-05-27,44170,Yuan/MT
2020-05-26,44030,Yuan/MT
2020-05-22,43770,Yuan/MT
2020-05-21,44620,Yuan/MT
2020-05-20,44040,Yuan/MT
2020-05-19,43995,Yuan/MT
2020-05-15,43325,Yuan/MT
2020-05-14,43150,Yuan/MT
2020-05-13,43080,Yuan/MT
2020-05-08,43600,Yuan/MT
2020-05-07,43030,Yuan/MT
2020-04-30,43030,Yuan/MT
2020-04-29,42810,Yuan/MT
2020-04-28,42480,Yuan/MT
2020-04-24,42120,Yuan/MT
2020-04-23,41980,Yuan/MT
2020-04-22,40995,Yuan/MT
2020-04-21,42060,Yuan/MT
2020-04-17,42470,Yuan/MT
2020-04-16,41775,Yuan/MT
2020-04-15,41860,Yuan/MT
2020-04-14,41970,Yuan/MT
2020-04-10,40990,Yuan/MT
2020-04-09,40950,Yuan/MT
2020-04-08,40765,Yuan/MT
2020-04-07,40840,Yuan/MT
2020-03-27,38865,Yuan/MT
2020-03-26,38970,Yuan/MT
2020-03-25,38750,Yuan/MT
2020-03-24,37890,Yuan/MT
2020-03-20,38290,Yuan/MT
2020-03-19,37545,Yuan/MT
2020-03-18,41400,Yuan/MT
2020-03-17,42145,Yuan/MT
2020-03-13,42755,Yuan/MT
2020-03-12,43185,Yuan/MT
2020-03-11,44280,Yuan/MT
2020-03-06,44725,Yuan/MT
2020-03-05,45055,Yuan/MT
2020-03-04,45005,Yuan/MT
2020-03-03,45345,Yuan/MT
2020-02-28,44630,Yuan/MT
2020-02-27,45190,Yuan/MT
2020-02-26,45360,Yuan/MT
2020-02-21,45910,Yuan/MT
2020-02-20,46010,Yuan/MT
2020-02-19,45990,Yuan/MT
2020-02-18,45955,Yuan/MT
2020-02-14,45655,Yuan/MT
2020-02-13,45490,Yuan/MT
2020-02-12,45385,Yuan/MT
2020-02-11,45370,Yuan/MT
2020-02-07,45590,Yuan/MT
2020-02-06,45795,Yuan/MT
2020-02-05,45230,Yuan/MT
2020-02-04,44940,Yuan/MT
2020-01-23,47995,Yuan/MT
2020-01-22,48235,Yuan/MT
2020-01-21,48425,Yuan/MT
2020-01-17,48930,Yuan/MT
2020-01-16,48950,Yuan/MT
2020-01-15,49060,Yuan/MT
2020-01-14,48990,Yuan/MT
2020-01-10,48605,Yuan/MT
